Time Stamp, Foundation Total Heat Transfer Rate [W], Foundation Average Heat Flux [W/m2], Wall Total Heat Transfer Rate [W], Wall Average Heat Flux [W/m2], Slab Total Heat Transfer Rate [W], Slab Average Temperature [K]
2100-Jan-01 00:00:00, 4238.2562145551929, 4.5621053184106772, null, null, 4238.2562145551929, 294.88030685347775
2100-Jan-01 01:00:00, 4330.9584215287305, 4.6618909873397962, null, null, 4330.9584215287305, 294.87255537298239
2100-Jan-01 02:00:00, 4433.2485170096079, 4.771997164264973, null, null, 4433.2485170096079, 294.8640368791668
2100-Jan-01 03:00:00, 4543.9179641264673, 4.8911229668871687, null, null, 4543.9179641264673, 294.85486114915807
2100-Jan-01 04:00:00, 4657.5669144750773, 5.0134559393574509, null, null, 4657.5669144750773, 294.84547065553369
2100-Jan-01 05:00:00, 4774.0669159039435, 5.1388578143758217, null, null, 4774.0669159039435, 294.83588232132973
2100-Jan-01 06:00:00, 4890.0329420099688, 5.2636849125197154, null, null, 4890.0329420099688, 294.82636511048815
2100-Jan-01 07:00:00, 4999.7076248802232, 5.3817399400329364, null, null, 4999.7076248802232, 294.81736850399886
2100-Jan-01 08:00:00, 5084.1257696450994, 5.4726085538462286, null, null, 5084.1257696450994, 294.81035898401581
2100-Jan-01 09:00:00, 5118.3085994956436, 5.5094033255553905, null, null, 5118.3085994956436, 294.80727553245782
2100-Jan-01 10:00:00, 5090.909996672257, 5.4799111699777434, null, null, 5090.909996672257, 294.8090511085112
2100-Jan-01 11:00:00, 4994.0638333123288, 5.3756649010960569, null, null, 4994.0638333123288, 294.81641134109384
2100-Jan-01 12:00:00, 4843.232430869055, 5.2133083307436872, null, null, 4843.232430869055, 294.82831613612814
2100-Jan-01 13:00:00, 4660.1719039864129, 5.0162599785430135, null, null, 4660.1719039864129, 294.84317796231562
2100-Jan-01 14:00:00, 4467.3487229355778, 4.8087029986785481, null, null, 4467.3487229355778, 294.85924514521213
2100-Jan-01 15:00:00, 4293.3358065364437, 4.6213935933032149, null, null, 4293.3358065364437, 294.87410664753531
2100-Jan-01 16:00:00, 4159.7510018459379, 4.4776014492972713, null, null, 4159.7510018459379, 294.88577178481631
2100-Jan-01 17:00:00, 4081.7824766896879, 4.3936752765325373, null, null, 4081.7824766896879, 294.89274774507817
2100-Jan-01 18:00:00, 4060.0387233774786, 4.3702700627827946, null, null, 4060.0387233774786, 294.89486716073606
2100-Jan-01 19:00:00, 4084.0537398976726, 4.396120089077157, null, null, 4084.0537398976726, 294.89301977461071
2100-Jan-01 20:00:00, 4137.2930427636174, 4.4534274566494823, null, null, 4137.2930427636174, 294.88865312953556
2100-Jan-01 21:00:00, 4207.519979163505, 4.5290204986523097, null, null, 4207.519979163505, 294.88283524953596
2100-Jan-01 22:00:00, 4285.6278977825878, 4.6130967160641685, null, null, 4285.6278977825878, 294.87634879039484
2100-Jan-01 23:00:00, 4367.8153227538251, 4.7015641587072299, null, null, 4367.8153227538251, 294.86952134170019
2100-Jan-02 00:00:00, 4456.6935808413609, 4.797233687255253, null, null, 4456.6935808413609, 294.86215026328216
2100-Jan-02 01:00:00, 4553.7219046230484, 4.9016760356061457, null, null, 4553.7219046230484, 294.85412737722675
2100-Jan-02 02:00:00, 4655.7862637446251, 5.0115392274466117, null, null, 4655.7862637446251, 294.84571137259832
2100-Jan-02 03:00:00, 4759.07304578809, 5.1227182486827001, null, null, 4759.07304578809, 294.83721232818306
2100-Jan-02 04:00:00, 4863.8636262282298, 5.2355159749512321, null, null, 4863.8636262282298, 294.82861318410011
2100-Jan-02 05:00:00, 4966.2486084248394, 5.3457242889744458, null, null, 4966.2486084248394, 294.82022131162427
2100-Jan-02 06:00:00, 5067.5868506574188, 5.4548058806582942, null, null, 5067.5868506574188, 294.81193353969456
2100-Jan-02 07:00:00, 5165.5606531536378, 5.5602659526326885, null, null, 5165.5606531536378, 294.80392763901767
2100-Jan-02 08:00:00, 5240.799366731716, 5.6412537263746669, null, null, 5240.799366731716, 294.79768730344915
2100-Jan-02 09:00:00, 5272.4599638497693, 5.6753335391996425, null, null, 5272.4599638497693, 294.79482160045205
2100-Jan-02 10:00:00, 5249.6466123356704, 5.650776998253435, null, null, 5249.6466123356704, 294.79621401530397
2100-Jan-02 11:00:00, 5158.368185861169, 5.5525239022170538, null, null, 5158.368185861169, 294.80303912436182
2100-Jan-02 12:00:00, 5018.6699490542769, 5.4021511930541166, null, null, 5018.6699490542769, 294.81389858139312
2100-Jan-02 13:00:00, 4846.7096533256217, 5.2170512510060156, null, null, 4846.7096533256217, 294.82763579814264
2100-Jan-02 14:00:00, 4634.6124216919034, 4.9887474724063727, null, null, 4634.6124216919034, 294.84500304096429
2100-Jan-02 15:00:00, 4414.9819988680856, 4.7523348844631776, null, null, 4414.9819988680856, 294.86347423358012
2100-Jan-02 16:00:00, 4238.9362819766411, 4.562837350417051, null, null, 4238.9362819766411, 294.87867426976675
2100-Jan-02 17:00:00, 4129.8437924350792, 4.4454090021668842, null, null, 4129.8437924350792, 294.88832433658467
2100-Jan-02 18:00:00, 4085.5731027565562, 4.3977555478668604, null, null, 4085.5731027565562, 294.89241024890896
2100-Jan-02 19:00:00, 4097.5266330415416, 4.4106224585315896, null, null, 4097.5266330415416, 294.89162809423186
2100-Jan-02 20:00:00, 4150.2022911125287, 4.467323112685329, null, null, 4150.2022911125287, 294.88734209984341
2100-Jan-02 21:00:00, 4229.2636849354276, 4.5524256612291678, null, null, 4229.2636849354276, 294.88081587175981
2100-Jan-02 22:00:00, 4322.3604003032224, 4.6526359833062996, null, null, 4322.3604003032224, 294.87311648406256
2100-Jan-02 23:00:00, 4413.0984435198679, 4.7503074048969083, null, null, 4413.0984435198679, 294.86560905986431
2100-Jan-03 00:00:00, 4499.1771939512864, 4.8429635128020161, null, null, 4499.1771939512864, 294.85848476134834
2100-Jan-03 01:00:00, 4584.2924104546828, 4.9345824622544558, null, null, 4584.2924104546828, 294.85144649951945
2100-Jan-03 02:00:00, 4672.5025880786097, 5.0295328616885548, null, null, 4672.5025880786097, 294.84417055991429
2100-Jan-03 03:00:00, 4762.6957096619453, 5.1266177236764419, null, null, 4762.6957096619453, 294.83674669051516
2100-Jan-03 04:00:00, 4851.1897686535076, 5.2218736961178163, null, null, 4851.1897686535076, 294.82946752697376
2100-Jan-03 05:00:00, 4936.2769538392013, 5.313462472353466, null, null, 4936.2769538392013, 294.82246907043435
2100-Jan-03 06:00:00, 5012.3545630253302, 5.3953532424980537, null, null, 5012.3545630253302, 294.81618819403434
2100-Jan-03 07:00:00, 5086.87136449235, 5.4755639421523501, null, null, 5086.87136449235, 294.81004987953389
2100-Jan-03 08:00:00, 5151.3589749284474, 5.5449791109502549, null, null, 5151.3589749284474, 294.80470208498645
2100-Jan-03 09:00:00, 5186.9394641086219, 5.5832783384398708, null, null, 5186.9394641086219, 294.80160349958265
2100-Jan-03 10:00:00, 5178.3237024784339, 5.5740042384408541, null, null, 5178.3237024784339, 294.80196280566173
2100-Jan-03 11:00:00, 5119.5761954748878, 5.5107677797237455, null, null, 5119.5761954748878, 294.80630614284064
2100-Jan-03 12:00:00, 5010.4127627957723, 5.393263067504825, null, null, 5010.4127627957723, 294.81475732911809
2100-Jan-03 13:00:00, 4858.2913260899086, 5.2295178901706301, null, null, 4858.2913260899086, 294.82685788964318
2100-Jan-03 14:00:00, 4678.2030694247069, 5.035668922122376, null, null, 4678.2030694247069, 294.84153268847962
2100-Jan-03 15:00:00, 4493.6679742706219, 4.8370333285155782, null, null, 4493.6679742706219, 294.85693071041965
2100-Jan-03 16:00:00, 4330.8419472764772, 4.6617656131814718, null, null, 4330.8419472764772, 294.87083022945325
2100-Jan-03 17:00:00, 4215.8534612565836, 4.5379907498719385, null, null, 4215.8534612565836, 294.88086701951465
2100-Jan-03 18:00:00, 4159.0272559066188, 4.4768224012568041, null, null, 4159.0272559066188, 294.88598956194312
2100-Jan-03 19:00:00, 4152.6179819229274, 4.4699233886799492, null, null, 4152.6179819229274, 294.88678352698389
2100-Jan-03 20:00:00, 4181.6043907666017, 4.501124676014399, null, null, 4181.6043907666017, 294.88453099849613
2100-Jan-03 21:00:00, 4227.9192320627017, 4.550978477460534, null, null, 4227.9192320627017, 294.88078154898977
2100-Jan-03 22:00:00, 4291.9307471960319, 4.6198811720702651, null, null, 4291.9307471960319, 294.87552864952914
2100-Jan-03 23:00:00, 4373.6253885893721, 4.7078181770833814, null, null, 4373.6253885893721, 294.86879799576758
2100-Jan-04 00:00:00, 4467.7626583823549, 4.8091485633182538, null, null, 4467.7626583823549, 294.86104215872246
2100-Jan-04 01:00:00, 4559.9906096750847, 4.9084237382483851, null, null, 4559.9906096750847, 294.85343772186178
2100-Jan-04 02:00:00, 4651.6600829496429, 5.0070977613349434, null, null, 4651.6600829496429, 294.84588461548731
2100-Jan-04 03:00:00, 4744.6388306321323, 5.1071811017060886, null, null, 4744.6388306321323, 294.83823733541448
2100-Jan-04 04:00:00, 4843.5576286410633, 5.2136583771802663, null, null, 4843.5576286410633, 294.83013366740028
2100-Jan-04 05:00:00, 4948.8659570659429, 5.3270134130391593, null, null, 4948.8659570659429, 294.82154164590798
2100-Jan-04 06:00:00, 5056.0352472077275, 5.4423716084326026, null, null, 5056.0352472077275, 294.81281773072425
2100-Jan-04 07:00:00, 5150.2186235708969, 5.5437516242836224, null, null, 5150.2186235708969, 294.80511072642992
2100-Jan-04 08:00:00, 5232.5124193366737, 5.6323335656126829, null, null, 5232.5124193366737, 294.79834346242029
2100-Jan-04 09:00:00, 5296.8766608923588, 5.7016159387991463, null, null, 5296.8766608923588, 294.79297675144375
2100-Jan-04 10:00:00, 5333.4505123710023, 5.7409844323254378, null, null, 5333.4505123710023, 294.78976921243861
2100-Jan-04 11:00:00, 5322.7164117421898, 5.7294301290723952, null, null, 5322.7164117421898, 294.79023534434072
2100-Jan-04 12:00:00, 5271.1253187878056, 5.6738969126657235, null, null, 5271.1253187878056, 294.7939482510314
2100-Jan-04 13:00:00, 5193.5215384790463, 5.5903633552419141, null, null, 5193.5215384790463, 294.79981706703109
2100-Jan-04 14:00:00, 5104.0241856379753, 5.4940274263337612, null, null, 5104.0241856379753, 294.80676536362165
2100-Jan-04 15:00:00, 5015.8891589470431, 5.3991579201854245, null, null, 5015.8891589470431, 294.81374340446752
2100-Jan-04 16:00:00, 4942.331294730533, 5.319979431069874, null, null, 4942.331294730533, 294.81966915712411
2100-Jan-04 17:00:00, 4888.5472726307498, 5.2620857217598322, null, null, 4888.5472726307498, 294.82407600185007
2100-Jan-04 18:00:00, 4859.0315110980619, 5.2303146334044888, null, null, 4859.0315110980619, 294.82656111320193
2100-Jan-04 19:00:00, 4852.8326827507171, 5.2236421468110121, null, null, 4852.8326827507171, 294.82716845256374
2100-Jan-04 20:00:00, 4860.7791385747196, 5.2321957987239616, null, null, 4860.7791385747196, 294.82661539852677
2100-Jan-04 21:00:00, 4884.5664225144219, 5.2578006911793009, null, null, 4884.5664225144219, 294.8247694690773
2100-Jan-04 22:00:00, 4916.6718419114077, 5.2923593155677429, null, null, 4916.6718419114077, 294.8222285786382
2100-Jan-04 23:00:00, 4954.6489039174185, 5.3332382402444143, null, null, 4954.6489039174185, 294.81919443333362
2100-Jan-05 00:00:00, 4996.4771348166687, 5.3782626052155171, null, null, 4996.4771348166687, 294.81583269399619
2100-Jan-05 01:00:00, 5043.209269638015, 5.4285655859737307, null, null, 5043.209269638015, 294.81206700994403
