instance.yaml
kiva v0.2.0-0-g98c829f
Copyright (C) 2012-2014 Big Ladder Software
Web: www.bigladdersoftware.com

Starting Program: 2014-Jun-24 21:00:36.898357
Creating Domain...
Initializing Temperatures...
2096-Dec-30 23:00:00
Beginning Simulation...
2097-Sep-19 18:00:00 (71.8%)
2097-Sep-19 23:00:00 (71.8%)
2097-Sep-20 04:00:00 (71.9%)
2097-Sep-20 09:00:00 (72%)
2097-Sep-20 14:00:00 (72%)
2097-Sep-20 19:00:00 (72.1%)
2097-Sep-21 00:00:00 (72.1%)
2097-Sep-21 05:00:00 (72.2%)
2097-Sep-21 10:00:00 (72.2%)
2097-Sep-21 15:00:00 (72.3%)
2097-Sep-21 19:00:00 (72.3%)
2097-Sep-22 00:00:00 (72.4%)
2097-Sep-22 05:00:00 (72.5%)
2097-Sep-22 10:00:00 (72.5%)
2097-Sep-22 15:00:00 (72.6%)
2097-Sep-22 20:00:00 (72.6%)
2097-Sep-23 01:00:00 (72.7%)
2097-Sep-23 06:00:00 (72.7%)
2097-Sep-23 11:00:00 (72.8%)
2097-Sep-23 16:00:00 (72.9%)
2097-Sep-23 21:00:00 (72.9%)
2097-Sep-24 02:00:00 (73%)
2097-Sep-24 07:00:00 (73%)
2097-Sep-24 12:00:00 (73.1%)
2097-Sep-24 17:00:00 (73.1%)
2097-Sep-24 21:00:00 (73.2%)
2097-Sep-25 02:00:00 (73.2%)
2097-Sep-25 07:00:00 (73.3%)
2097-Sep-25 12:00:00 (73.4%)
2097-Sep-25 17:00:00 (73.4%)
2097-Sep-25 22:00:00 (73.5%)
2097-Sep-26 03:00:00 (73.5%)
2097-Sep-26 08:00:00 (73.6%)
2097-Sep-26 13:00:00 (73.6%)
2097-Sep-26 18:00:00 (73.7%)
2097-Sep-26 23:00:00 (73.8%)
2097-Sep-27 04:00:00 (73.8%)
2097-Sep-27 09:00:00 (73.9%)
2097-Sep-27 14:00:00 (73.9%)
2097-Sep-27 19:00:00 (74%)
2097-Sep-27 23:00:00 (74%)
2097-Sep-28 04:00:00 (74.1%)
2097-Sep-28 09:00:00 (74.1%)
2097-Sep-28 14:00:00 (74.2%)
2097-Sep-28 19:00:00 (74.3%)
2097-Sep-29 00:00:00 (74.3%)
2097-Sep-29 05:00:00 (74.4%)
2097-Sep-29 10:00:00 (74.4%)
2097-Sep-29 15:00:00 (74.5%)
2097-Sep-29 20:00:00 (74.5%)
2097-Sep-30 01:00:00 (74.6%)
2097-Sep-30 06:00:00 (74.7%)
2097-Sep-30 11:00:00 (74.7%)
2097-Sep-30 16:00:00 (74.8%)
2097-Sep-30 20:00:00 (74.8%)
2097-Oct-01 01:00:00 (74.9%)
2097-Oct-01 06:00:00 (74.9%)
2097-Oct-01 11:00:00 (75%)
2097-Oct-01 16:00:00 (75%)
2097-Oct-01 21:00:00 (75.1%)
2097-Oct-02 02:00:00 (75.2%)
2097-Oct-02 07:00:00 (75.2%)
2097-Oct-02 12:00:00 (75.3%)
2097-Oct-02 17:00:00 (75.3%)
2097-Oct-02 22:00:00 (75.4%)
2097-Oct-03 03:00:00 (75.4%)
2097-Oct-03 08:00:00 (75.5%)
2097-Oct-03 13:00:00 (75.6%)
2097-Oct-03 18:00:00 (75.6%)
2097-Oct-03 22:00:00 (75.7%)
2097-Oct-04 03:00:00 (75.7%)
2097-Oct-04 08:00:00 (75.8%)
2097-Oct-04 13:00:00 (75.8%)
2097-Oct-04 18:00:00 (75.9%)
2097-Oct-04 23:00:00 (75.9%)
2097-Oct-05 04:00:00 (76%)
2097-Oct-05 09:00:00 (76.1%)
2097-Oct-05 14:00:00 (76.1%)
2097-Oct-05 19:00:00 (76.2%)
2097-Oct-06 00:00:00 (76.2%)
2097-Oct-06 05:00:00 (76.3%)
2097-Oct-06 10:00:00 (76.3%)
2097-Oct-06 15:00:00 (76.4%)
2097-Oct-06 19:00:00 (76.4%)
2097-Oct-07 00:00:00 (76.5%)
2097-Oct-07 05:00:00 (76.6%)
2097-Oct-07 10:00:00 (76.6%)
2097-Oct-07 15:00:00 (76.7%)
2097-Oct-07 20:00:00 (76.7%)
2097-Oct-08 01:00:00 (76.8%)
2097-Oct-08 06:00:00 (76.8%)
2097-Oct-08 11:00:00 (76.9%)
2097-Oct-08 16:00:00 (77%)
2097-Oct-08 21:00:00 (77%)
2097-Oct-09 02:00:00 (77.1%)
2097-Oct-09 07:00:00 (77.1%)
2097-Oct-09 12:00:00 (77.2%)
2097-Oct-09 17:00:00 (77.2%)
2097-Oct-09 21:00:00 (77.3%)
2097-Oct-10 02:00:00 (77.3%)
2097-Oct-10 07:00:00 (77.4%)
2097-Oct-10 12:00:00 (77.5%)
2097-Oct-10 17:00:00 (77.5%)
2097-Oct-10 22:00:00 (77.6%)
2097-Oct-11 03:00:00 (77.6%)
2097-Oct-11 08:00:00 (77.7%)
2097-Oct-11 13:00:00 (77.7%)
2097-Oct-11 18:00:00 (77.8%)
2097-Oct-11 23:00:00 (77.9%)
2097-Oct-12 04:00:00 (77.9%)
2097-Oct-12 09:00:00 (78%)
2097-Oct-12 14:00:00 (78%)
2097-Oct-12 19:00:00 (78.1%)
2097-Oct-12 23:00:00 (78.1%)
2097-Oct-13 04:00:00 (78.2%)
2097-Oct-13 09:00:00 (78.2%)
2097-Oct-13 14:00:00 (78.3%)
2097-Oct-13 19:00:00 (78.4%)
2097-Oct-14 00:00:00 (78.4%)
2097-Oct-14 05:00:00 (78.5%)
2097-Oct-14 10:00:00 (78.5%)
2097-Oct-14 15:00:00 (78.6%)
2097-Oct-14 20:00:00 (78.6%)
2097-Oct-15 01:00:00 (78.7%)
2097-Oct-15 06:00:00 (78.8%)
2097-Oct-15 11:00:00 (78.8%)
2097-Oct-15 16:00:00 (78.9%)
2097-Oct-15 20:00:00 (78.9%)
2097-Oct-16 01:00:00 (79%)
2097-Oct-16 06:00:00 (79%)
2097-Oct-16 11:00:00 (79.1%)
2097-Oct-16 16:00:00 (79.1%)
2097-Oct-16 21:00:00 (79.2%)
2097-Oct-17 02:00:00 (79.3%)
2097-Oct-17 07:00:00 (79.3%)
2097-Oct-17 12:00:00 (79.4%)
2097-Oct-17 17:00:00 (79.4%)
2097-Oct-17 22:00:00 (79.5%)
2097-Oct-18 03:00:00 (79.5%)
2097-Oct-18 08:00:00 (79.6%)
2097-Oct-18 13:00:00 (79.7%)
2097-Oct-18 18:00:00 (79.7%)
2097-Oct-18 22:00:00 (79.8%)
2097-Oct-19 03:00:00 (79.8%)
2097-Oct-19 08:00:00 (79.9%)
2097-Oct-19 13:00:00 (79.9%)
2097-Oct-19 18:00:00 (80%)
2097-Oct-19 23:00:00 (80%)
2097-Oct-20 04:00:00 (80.1%)
2097-Oct-20 09:00:00 (80.2%)
2097-Oct-20 14:00:00 (80.2%)
2097-Oct-20 19:00:00 (80.3%)
2097-Oct-21 00:00:00 (80.3%)
2097-Oct-21 05:00:00 (80.4%)
2097-Oct-21 10:00:00 (80.4%)
2097-Oct-21 15:00:00 (80.5%)
2097-Oct-21 20:00:00 (80.6%)
2097-Oct-22 00:00:00 (80.6%)
2097-Oct-22 05:00:00 (80.7%)
2097-Oct-22 10:00:00 (80.7%)
2097-Oct-22 15:00:00 (80.8%)
2097-Oct-22 20:00:00 (80.8%)
2097-Oct-23 01:00:00 (80.9%)
2097-Oct-23 06:00:00 (80.9%)
2097-Oct-23 11:00:00 (81%)
2097-Oct-23 16:00:00 (81.1%)
2097-Oct-23 21:00:00 (81.1%)
2097-Oct-24 02:00:00 (81.2%)
2097-Oct-24 07:00:00 (81.2%)
2097-Oct-24 12:00:00 (81.3%)
2097-Oct-24 17:00:00 (81.3%)
2097-Oct-24 21:00:00 (81.4%)
2097-Oct-25 02:00:00 (81.4%)
2097-Oct-25 07:00:00 (81.5%)
2097-Oct-25 12:00:00 (81.6%)
2097-Oct-25 17:00:00 (81.6%)
2097-Oct-25 22:00:00 (81.7%)
2097-Oct-26 03:00:00 (81.7%)
2097-Oct-26 08:00:00 (81.8%)
2097-Oct-26 13:00:00 (81.8%)
2097-Oct-26 18:00:00 (81.9%)
2097-Oct-26 23:00:00 (82%)
2097-Oct-27 04:00:00 (82%)
2097-Oct-27 09:00:00 (82.1%)
2097-Oct-27 14:00:00 (82.1%)
2097-Oct-27 19:00:00 (82.2%)
2097-Oct-27 23:00:00 (82.2%)
2097-Oct-28 04:00:00 (82.3%)
2097-Oct-28 09:00:00 (82.3%)
2097-Oct-28 14:00:00 (82.4%)
2097-Oct-28 19:00:00 (82.5%)
2097-Oct-29 00:00:00 (82.5%)
2097-Oct-29 05:00:00 (82.6%)
2097-Oct-29 10:00:00 (82.6%)
2097-Oct-29 15:00:00 (82.7%)
2097-Oct-29 20:00:00 (82.7%)
2097-Oct-30 01:00:00 (82.8%)
2097-Oct-30 06:00:00 (82.9%)
2097-Oct-30 11:00:00 (82.9%)
2097-Oct-30 16:00:00 (83%)
2097-Oct-30 20:00:00 (83%)
2097-Oct-31 01:00:00 (83.1%)
2097-Oct-31 06:00:00 (83.1%)
2097-Oct-31 11:00:00 (83.2%)
2097-Oct-31 16:00:00 (83.2%)
2097-Oct-31 21:00:00 (83.3%)
2097-Nov-01 02:00:00 (83.4%)
2097-Nov-01 07:00:00 (83.4%)
2097-Nov-01 12:00:00 (83.5%)
2097-Nov-01 17:00:00 (83.5%)
2097-Nov-01 22:00:00 (83.6%)
2097-Nov-02 03:00:00 (83.6%)
2097-Nov-02 08:00:00 (83.7%)
2097-Nov-02 13:00:00 (83.8%)
2097-Nov-02 18:00:00 (83.8%)
2097-Nov-02 22:00:00 (83.9%)
2097-Nov-03 03:00:00 (83.9%)
2097-Nov-03 08:00:00 (84%)
2097-Nov-03 13:00:00 (84%)
2097-Nov-03 18:00:00 (84.1%)
2097-Nov-03 23:00:00 (84.1%)
2097-Nov-04 04:00:00 (84.2%)
2097-Nov-04 09:00:00 (84.3%)
2097-Nov-04 14:00:00 (84.3%)
2097-Nov-04 19:00:00 (84.4%)
2097-Nov-05 00:00:00 (84.4%)
2097-Nov-05 05:00:00 (84.5%)
2097-Nov-05 10:00:00 (84.5%)
2097-Nov-05 15:00:00 (84.6%)
2097-Nov-05 20:00:00 (84.7%)
2097-Nov-06 00:00:00 (84.7%)
2097-Nov-06 05:00:00 (84.8%)
2097-Nov-06 10:00:00 (84.8%)
2097-Nov-06 15:00:00 (84.9%)
2097-Nov-06 20:00:00 (84.9%)
2097-Nov-07 01:00:00 (85%)
2097-Nov-07 06:00:00 (85%)
2097-Nov-07 11:00:00 (85.1%)
2097-Nov-07 16:00:00 (85.2%)
2097-Nov-07 21:00:00 (85.2%)
2097-Nov-08 02:00:00 (85.3%)
2097-Nov-08 07:00:00 (85.3%)
2097-Nov-08 12:00:00 (85.4%)
2097-Nov-08 17:00:00 (85.4%)
2097-Nov-08 21:00:00 (85.5%)
2097-Nov-09 02:00:00 (85.5%)
2097-Nov-09 07:00:00 (85.6%)
2097-Nov-09 12:00:00 (85.7%)
2097-Nov-09 17:00:00 (85.7%)
2097-Nov-09 22:00:00 (85.8%)
2097-Nov-10 03:00:00 (85.8%)
2097-Nov-10 08:00:00 (85.9%)
2097-Nov-10 13:00:00 (85.9%)
2097-Nov-10 18:00:00 (86%)
2097-Nov-10 23:00:00 (86.1%)
2097-Nov-11 04:00:00 (86.1%)
2097-Nov-11 09:00:00 (86.2%)
2097-Nov-11 14:00:00 (86.2%)
2097-Nov-11 19:00:00 (86.3%)
2097-Nov-11 23:00:00 (86.3%)
2097-Nov-12 04:00:00 (86.4%)
2097-Nov-12 09:00:00 (86.4%)
2097-Nov-12 14:00:00 (86.5%)
2097-Nov-12 19:00:00 (86.6%)
2097-Nov-13 00:00:00 (86.6%)
2097-Nov-13 05:00:00 (86.7%)
2097-Nov-13 10:00:00 (86.7%)
2097-Nov-13 15:00:00 (86.8%)
2097-Nov-13 20:00:00 (86.8%)
2097-Nov-14 01:00:00 (86.9%)
2097-Nov-14 06:00:00 (87%)
2097-Nov-14 11:00:00 (87%)
2097-Nov-14 16:00:00 (87.1%)
2097-Nov-14 21:00:00 (87.1%)
2097-Nov-15 01:00:00 (87.2%)
2097-Nov-15 06:00:00 (87.2%)
2097-Nov-15 11:00:00 (87.3%)
2097-Nov-15 16:00:00 (87.3%)
2097-Nov-15 21:00:00 (87.4%)
2097-Nov-16 02:00:00 (87.5%)
2097-Nov-16 07:00:00 (87.5%)
2097-Nov-16 12:00:00 (87.6%)
2097-Nov-16 17:00:00 (87.6%)
2097-Nov-16 22:00:00 (87.7%)
2097-Nov-17 03:00:00 (87.7%)
2097-Nov-17 08:00:00 (87.8%)
2097-Nov-17 13:00:00 (87.9%)
2097-Nov-17 18:00:00 (87.9%)
2097-Nov-17 22:00:00 (88%)
2097-Nov-18 03:00:00 (88%)
2097-Nov-18 08:00:00 (88.1%)
2097-Nov-18 13:00:00 (88.1%)
2097-Nov-18 18:00:00 (88.2%)
2097-Nov-18 23:00:00 (88.2%)
2097-Nov-19 04:00:00 (88.3%)
2097-Nov-19 09:00:00 (88.4%)
2097-Nov-19 14:00:00 (88.4%)
2097-Nov-19 19:00:00 (88.5%)
2097-Nov-20 00:00:00 (88.5%)
2097-Nov-20 05:00:00 (88.6%)
2097-Nov-20 10:00:00 (88.6%)
2097-Nov-20 15:00:00 (88.7%)
2097-Nov-20 20:00:00 (88.8%)
2097-Nov-21 00:00:00 (88.8%)
2097-Nov-21 05:00:00 (88.9%)
2097-Nov-21 10:00:00 (88.9%)
2097-Nov-21 15:00:00 (89%)
2097-Nov-21 20:00:00 (89%)
2097-Nov-22 01:00:00 (89.1%)
2097-Nov-22 06:00:00 (89.1%)
2097-Nov-22 11:00:00 (89.2%)
2097-Nov-22 16:00:00 (89.3%)
2097-Nov-22 21:00:00 (89.3%)
2097-Nov-23 02:00:00 (89.4%)
2097-Nov-23 07:00:00 (89.4%)
2097-Nov-23 12:00:00 (89.5%)
2097-Nov-23 17:00:00 (89.5%)
2097-Nov-23 21:00:00 (89.6%)
2097-Nov-24 02:00:00 (89.6%)
2097-Nov-24 07:00:00 (89.7%)
2097-Nov-24 12:00:00 (89.8%)
2097-Nov-24 17:00:00 (89.8%)
2097-Nov-24 22:00:00 (89.9%)
2097-Nov-25 03:00:00 (89.9%)
2097-Nov-25 08:00:00 (90%)
2097-Nov-25 13:00:00 (90%)
2097-Nov-25 18:00:00 (90.1%)
2097-Nov-25 23:00:00 (90.2%)
2097-Nov-26 04:00:00 (90.2%)
2097-Nov-26 09:00:00 (90.3%)
2097-Nov-26 14:00:00 (90.3%)
2097-Nov-26 19:00:00 (90.4%)
2097-Nov-26 23:00:00 (90.4%)
2097-Nov-27 04:00:00 (90.5%)
2097-Nov-27 09:00:00 (90.5%)
2097-Nov-27 14:00:00 (90.6%)
2097-Nov-27 19:00:00 (90.7%)
2097-Nov-28 00:00:00 (90.7%)
2097-Nov-28 05:00:00 (90.8%)
2097-Nov-28 10:00:00 (90.8%)
2097-Nov-28 15:00:00 (90.9%)
2097-Nov-28 20:00:00 (90.9%)
2097-Nov-29 00:00:00 (91%)
2097-Nov-29 05:00:00 (91%)
2097-Nov-29 10:00:00 (91.1%)
2097-Nov-29 15:00:00 (91.2%)
2097-Nov-29 20:00:00 (91.2%)
2097-Nov-30 01:00:00 (91.3%)
2097-Nov-30 06:00:00 (91.3%)
2097-Nov-30 11:00:00 (91.4%)
2097-Nov-30 16:00:00 (91.4%)
2097-Nov-30 21:00:00 (91.5%)
2097-Dec-01 02:00:00 (91.6%)
2097-Dec-01 07:00:00 (91.6%)
2097-Dec-01 12:00:00 (91.7%)
2097-Dec-01 17:00:00 (91.7%)
2097-Dec-01 21:00:00 (91.8%)
2097-Dec-02 02:00:00 (91.8%)
2097-Dec-02 07:00:00 (91.9%)
2097-Dec-02 12:00:00 (91.9%)
2097-Dec-02 17:00:00 (92%)
2097-Dec-02 22:00:00 (92.1%)
2097-Dec-03 03:00:00 (92.1%)
2097-Dec-03 08:00:00 (92.2%)
2097-Dec-03 13:00:00 (92.2%)
2097-Dec-03 18:00:00 (92.3%)
2097-Dec-03 23:00:00 (92.3%)
2097-Dec-04 04:00:00 (92.4%)
2097-Dec-04 09:00:00 (92.5%)
2097-Dec-04 14:00:00 (92.5%)
2097-Dec-04 19:00:00 (92.6%)
2097-Dec-04 23:00:00 (92.6%)
2097-Dec-05 04:00:00 (92.7%)
2097-Dec-05 09:00:00 (92.7%)
2097-Dec-05 14:00:00 (92.8%)
2097-Dec-05 19:00:00 (92.8%)
2097-Dec-06 00:00:00 (92.9%)
2097-Dec-06 05:00:00 (93%)
2097-Dec-06 10:00:00 (93%)
2097-Dec-06 15:00:00 (93.1%)
2097-Dec-06 20:00:00 (93.1%)
2097-Dec-07 01:00:00 (93.2%)
2097-Dec-07 06:00:00 (93.2%)
2097-Dec-07 11:00:00 (93.3%)
2097-Dec-07 16:00:00 (93.4%)
2097-Dec-07 20:00:00 (93.4%)
2097-Dec-08 01:00:00 (93.5%)
2097-Dec-08 06:00:00 (93.5%)
2097-Dec-08 11:00:00 (93.6%)
2097-Dec-08 16:00:00 (93.6%)
2097-Dec-08 21:00:00 (93.7%)
2097-Dec-09 02:00:00 (93.7%)
2097-Dec-09 07:00:00 (93.8%)
2097-Dec-09 12:00:00 (93.9%)
2097-Dec-09 17:00:00 (93.9%)
2097-Dec-09 22:00:00 (94%)
2097-Dec-10 03:00:00 (94%)
2097-Dec-10 08:00:00 (94.1%)
2097-Dec-10 13:00:00 (94.1%)
2097-Dec-10 18:00:00 (94.2%)
2097-Dec-10 22:00:00 (94.2%)
2097-Dec-11 03:00:00 (94.3%)
2097-Dec-11 08:00:00 (94.4%)
2097-Dec-11 13:00:00 (94.4%)
2097-Dec-11 18:00:00 (94.5%)
2097-Dec-11 23:00:00 (94.5%)
2097-Dec-12 04:00:00 (94.6%)
2097-Dec-12 09:00:00 (94.6%)
2097-Dec-12 14:00:00 (94.7%)
2097-Dec-12 19:00:00 (94.8%)
2097-Dec-13 00:00:00 (94.8%)
2097-Dec-13 05:00:00 (94.9%)
2097-Dec-13 10:00:00 (94.9%)
2097-Dec-13 15:00:00 (95%)
2097-Dec-13 20:00:00 (95%)
2097-Dec-14 00:00:00 (95.1%)
2097-Dec-14 05:00:00 (95.1%)
2097-Dec-14 10:00:00 (95.2%)
2097-Dec-14 15:00:00 (95.3%)
2097-Dec-14 20:00:00 (95.3%)
2097-Dec-15 01:00:00 (95.4%)
2097-Dec-15 06:00:00 (95.4%)
2097-Dec-15 11:00:00 (95.5%)
2097-Dec-15 16:00:00 (95.5%)
2097-Dec-15 21:00:00 (95.6%)
2097-Dec-16 02:00:00 (95.7%)
2097-Dec-16 07:00:00 (95.7%)
2097-Dec-16 12:00:00 (95.8%)
2097-Dec-16 17:00:00 (95.8%)
2097-Dec-16 21:00:00 (95.9%)
2097-Dec-17 02:00:00 (95.9%)
2097-Dec-17 07:00:00 (96%)
2097-Dec-17 12:00:00 (96%)
2097-Dec-17 17:00:00 (96.1%)
2097-Dec-17 22:00:00 (96.2%)
2097-Dec-18 03:00:00 (96.2%)
2097-Dec-18 08:00:00 (96.3%)
2097-Dec-18 13:00:00 (96.3%)
2097-Dec-18 18:00:00 (96.4%)
2097-Dec-18 23:00:00 (96.4%)
2097-Dec-19 04:00:00 (96.5%)
2097-Dec-19 09:00:00 (96.6%)
2097-Dec-19 14:00:00 (96.6%)
2097-Dec-19 19:00:00 (96.7%)
2097-Dec-19 23:00:00 (96.7%)
2097-Dec-20 04:00:00 (96.8%)
2097-Dec-20 09:00:00 (96.8%)
2097-Dec-20 14:00:00 (96.9%)
2097-Dec-20 19:00:00 (96.9%)
2097-Dec-21 00:00:00 (97%)
2097-Dec-21 05:00:00 (97.1%)
2097-Dec-21 10:00:00 (97.1%)
2097-Dec-21 15:00:00 (97.2%)
2097-Dec-21 20:00:00 (97.2%)
2097-Dec-22 01:00:00 (97.3%)
2097-Dec-22 06:00:00 (97.3%)
2097-Dec-22 11:00:00 (97.4%)
2097-Dec-22 16:00:00 (97.4%)
2097-Dec-22 20:00:00 (97.5%)
2097-Dec-23 01:00:00 (97.6%)
2097-Dec-23 06:00:00 (97.6%)
2097-Dec-23 11:00:00 (97.7%)
2097-Dec-23 16:00:00 (97.7%)
2097-Dec-23 21:00:00 (97.8%)
2097-Dec-24 02:00:00 (97.8%)
2097-Dec-24 07:00:00 (97.9%)
2097-Dec-24 12:00:00 (98%)
2097-Dec-24 17:00:00 (98%)
2097-Dec-24 22:00:00 (98.1%)
2097-Dec-25 03:00:00 (98.1%)
2097-Dec-25 08:00:00 (98.2%)
2097-Dec-25 13:00:00 (98.2%)
2097-Dec-25 18:00:00 (98.3%)
2097-Dec-25 22:00:00 (98.3%)
2097-Dec-26 03:00:00 (98.4%)
2097-Dec-26 08:00:00 (98.5%)
2097-Dec-26 13:00:00 (98.5%)
2097-Dec-26 18:00:00 (98.6%)
2097-Dec-26 23:00:00 (98.6%)
2097-Dec-27 04:00:00 (98.7%)
2097-Dec-27 09:00:00 (98.7%)
2097-Dec-27 14:00:00 (98.8%)
2097-Dec-27 19:00:00 (98.9%)
2097-Dec-28 00:00:00 (98.9%)
2097-Dec-28 05:00:00 (99%)
2097-Dec-28 10:00:00 (99%)
2097-Dec-28 15:00:00 (99.1%)
2097-Dec-28 20:00:00 (99.1%)
2097-Dec-29 00:00:00 (99.2%)
2097-Dec-29 05:00:00 (99.2%)
2097-Dec-29 10:00:00 (99.3%)
2097-Dec-29 15:00:00 (99.4%)
2097-Dec-29 20:00:00 (99.4%)
2097-Dec-30 01:00:00 (99.5%)
2097-Dec-30 06:00:00 (99.5%)
2097-Dec-30 11:00:00 (99.6%)
2097-Dec-30 16:00:00 (99.6%)
2097-Dec-30 21:00:00 (99.7%)
2097-Dec-31 02:00:00 (99.7%)
2097-Dec-31 07:00:00 (99.8%)
2097-Dec-31 12:00:00 (99.9%)
2097-Dec-31 17:00:00 (99.9%)
2097-Dec-31 21:00:00 (100%)
2097-Dec-31 23:00:00 (100%)
Finished Program: 2014-Jun-24 21:30:25.408339
Elapsed Time: 00:29:48.509982

