Time Stamp, Foundation Total Heat Transfer Rate [W], Foundation Average Heat Flux [W/m2], Wall Total Heat Transfer Rate [W], Wall Average Heat Flux [W/m2], Slab Total Heat Transfer Rate [W], Slab Average Temperature [K]
2100-Jan-01 00:00:00, 2884.6407337252213, 3.1050152441507817, null, null, 2884.6407337252213, 295.03078032572535
2100-Jan-01 01:00:00, 2946.2712239637626, 3.1713540465735117, null, null, 2946.2712239637626, 295.02562693647627
2100-Jan-01 02:00:00, 3014.2779370992771, 3.2445561887056682, null, null, 3014.2779370992771, 295.01996352201786
2100-Jan-01 03:00:00, 3087.8571481515628, 3.3237565443336274, null, null, 3087.8571481515628, 295.01386307937992
2100-Jan-01 04:00:00, 3163.4162372337632, 3.4050880324081931, null, null, 3163.4162372337632, 295.00761999311368
2100-Jan-01 05:00:00, 3240.8700348557873, 3.4884589768457626, null, null, 3240.8700348557873, 295.0012455385999
2100-Jan-01 06:00:00, 3317.967739654749, 3.5714466244550596, null, null, 3317.967739654749, 294.99491850739577
2100-Jan-01 07:00:00, 3390.8803635035065, 3.6499294683997396, null, null, 3390.8803635035065, 294.98893776627557
2100-Jan-01 08:00:00, 3446.9976316211537, 3.7103338615459083, null, null, 3446.9976316211537, 294.98427812648487
2100-Jan-01 09:00:00, 3469.7148909205725, 3.7347866246249799, null, null, 3469.7148909205725, 294.98222812330943
2100-Jan-01 10:00:00, 3451.4950607224118, 3.7151748754564551, null, null, 3451.4950607224118, 294.98340734815054
2100-Jan-01 11:00:00, 3387.1121339633705, 3.6458733618528174, null, null, 3387.1121339633705, 294.9882978363695
2100-Jan-01 12:00:00, 3286.8469008145703, 3.5379482834381779, null, null, 3286.8469008145703, 294.99620839274422
2100-Jan-01 13:00:00, 3165.1632102450912, 3.4069684668650306, null, null, 3165.1632102450912, 295.00608408291959
2100-Jan-01 14:00:00, 3036.9958281591912, 3.2690096318090998, null, null, 3036.9958281591912, 295.01676093824841
2100-Jan-01 15:00:00, 2921.3363767207084, 3.1445142810890001, null, null, 2921.3363767207084, 295.02663676466585
2100-Jan-01 16:00:00, 2832.5508898421272, 3.0489459536386248, null, null, 2832.5508898421272, 295.03438861903805
2100-Jan-01 17:00:00, 2780.7316657168089, 2.9931679571040637, null, null, 2780.7316657168089, 295.0390242515715
2100-Jan-01 18:00:00, 2766.2827385371925, 2.9776151922034595, null, null, 2766.2827385371925, 295.04043218007092
2100-Jan-01 19:00:00, 2782.2486344746653, 2.9948008159425927, null, null, 2782.2486344746653, 295.03920357702418
2100-Jan-01 20:00:00, 2817.6406281058103, 3.0328966101469814, null, null, 2817.6406281058103, 295.03630041338329
2100-Jan-01 21:00:00, 2864.3269890384881, 3.0831496141675849, null, null, 2864.3269890384881, 295.03243240988326
2100-Jan-01 22:00:00, 2916.2547471574285, 3.1390444362398169, null, null, 2916.2547471574285, 295.02811975790485
2100-Jan-01 23:00:00, 2970.8952379975658, 3.1978592324891264, null, null, 2970.8952379975658, 295.02358039290812
2100-Jan-02 00:00:00, 3029.9835735315323, 3.2614616701998109, null, null, 3029.9835735315323, 295.0186797522627
2100-Jan-02 01:00:00, 3094.4893271699166, 3.3308953941436457, null, null, 3094.4893271699166, 295.01334599749777
2100-Jan-02 02:00:00, 3162.3412299842053, 3.4039308990922743, null, null, 3162.3412299842053, 295.00775116820512
2100-Jan-02 03:00:00, 3231.0037254149875, 3.4778389225495623, null, null, 3231.0037254149875, 295.00210140913879
2100-Jan-02 04:00:00, 3300.6654065094876, 3.5528224652842804, null, null, 3300.6654065094876, 294.99638526527275
2100-Jan-02 05:00:00, 3368.7270092694121, 3.6260836903790206, null, null, 3368.7270092694121, 294.99080705092928
2100-Jan-02 06:00:00, 3436.0928626650157, 3.698596013762339, null, null, 3436.0928626650157, 294.98529813110252
2100-Jan-02 07:00:00, 3501.2217693381508, 3.7687004970314923, null, null, 3501.2217693381508, 294.97997665139366
2100-Jan-02 08:00:00, 3551.2323529557934, 3.8225316804735718, null, null, 3551.2323529557934, 294.97582890299878
2100-Jan-02 09:00:00, 3572.2689047200111, 3.8451753369776909, null, null, 3572.2689047200111, 294.97392415294235
2100-Jan-02 10:00:00, 3557.0925486987067, 3.8288395707084697, null, null, 3557.0925486987067, 294.97484917748875
2100-Jan-02 11:00:00, 3496.404551755259, 3.7635152641342384, null, null, 3496.404551755259, 294.97938442834192
2100-Jan-02 12:00:00, 3403.5340134775843, 3.6635498044104984, null, null, 3403.5340134775843, 294.98660051186579
2100-Jan-02 13:00:00, 3289.2228242648657, 3.540505717522032, null, null, 3289.2228242648657, 294.9957288908563
2100-Jan-02 14:00:00, 3148.2314236569455, 3.3887431624615227, null, null, 3148.2314236569455, 295.00727014286826
