Time Stamp, Foundation Total Heat Transfer Rate [W], Foundation Average Heat Flux [W/m2], Wall Total Heat Transfer Rate [W], Wall Average Heat Flux [W/m2], Slab Total Heat Transfer Rate [W], Slab Average Temperature [K]
2100-Jan-01 00:00:00, 855.16627033169641, 3.2555791282502584, null, null, 855.16627033169641, 295.01606461556952
2100-Jan-01 01:00:00, 873.62126519538128, 3.3258364550118413, null, null, 873.62126519538128, 295.01063927152109
2100-Jan-01 02:00:00, 893.95054391795827, 3.4032290952476782, null, null, 893.95054391795827, 295.00468922037084
2100-Jan-01 03:00:00, 915.89694456423319, 3.486778045157171, null, null, 915.89694456423319, 294.99829575106594
2100-Jan-01 04:00:00, 938.38969319611056, 3.5724069170191504, null, null, 938.38969319611056, 294.99176664203941
2100-Jan-01 05:00:00, 961.43278319862338, 3.6601309134689579, null, null, 961.43278319862338, 294.98510529749217
2100-Jan-01 06:00:00, 984.3376823531288, 3.7473288236404638, null, null, 984.3376823531288, 294.97850349999982
2100-Jan-01 07:00:00, 1005.9561145932714, 3.8296292127322857, null, null, 1005.9561145932714, 294.97227570828079
2100-Jan-01 08:00:00, 1022.4428216511667, 3.892393357265771, null, null, 1022.4428216511667, 294.9674653387122
2100-Jan-01 09:00:00, 1028.7621845813262, 3.9164508847583903, null, null, 1028.7621845813262, 294.96544492647405
2100-Jan-01 10:00:00, 1022.7126886088053, 3.8934207285094375, null, null, 1022.7126886088053, 294.96685300117713
2100-Jan-01 11:00:00, 1002.7807978659221, 3.8175409262530575, null, null, 1002.7807978659221, 294.97218548548892
2100-Jan-01 12:00:00, 972.23971950446582, 3.7012724288657055, null, null, 972.23971950446582, 294.98066428744926
2100-Jan-01 13:00:00, 935.51047148298846, 3.5614458508030924, null, null, 935.51047148298846, 294.99115340098939
2100-Jan-01 14:00:00, 897.08031262924669, 3.4151439824996852, null, null, 897.08031262924669, 295.00242015752582
2100-Jan-01 15:00:00, 862.64238615570207, 3.284040361441289, null, null, 862.64238615570207, 295.01277055523485
2100-Jan-01 16:00:00, 836.43740136077986, 3.1842791752086117, null, null, 836.43740136077986, 295.02082437321735
2100-Jan-01 17:00:00, 821.42241951292192, 3.127117821667408, null, null, 821.42241951292192, 295.02555403661893
2100-Jan-01 18:00:00, 817.62068520981711, 3.1126447919447315, null, null, 817.62068520981711, 295.02687377843205
2100-Jan-01 19:00:00, 822.8607085157787, 3.1325933225384563, null, null, 822.8607085157787, 295.0254364807692
2100-Jan-01 20:00:00, 833.78718567373107, 3.1741899245266705, null, null, 833.78718567373107, 295.02227657799739
2100-Jan-01 21:00:00, 847.95842332463769, 3.2281391822539085, null, null, 847.95842332463769, 295.0181436585957
2100-Jan-01 22:00:00, 863.57718140630209, 3.2875990844786935, null, null, 863.57718140630209, 295.01358045085567
