Time Stamp, Foundation Total Heat Transfer Rate [W], Foundation Average Heat Flux [W/m2], Wall Total Heat Transfer Rate [W], Wall Average Heat Flux [W/m2], Slab Total Heat Transfer Rate [W], Slab Average Temperature [K]
2100-Jan-01 00:00:00, 555.16820566386355, 4.7553752912101617, null, null, 555.16820566386355, 294.86335144078492
2100-Jan-01 01:00:00, 567.57990983717218, 4.861689577124614, null, null, 567.57990983717218, 294.85517287006189
2100-Jan-01 02:00:00, 581.23878149474911, 4.9786866603934268, null, null, 581.23878149474911, 294.8462125179708
2100-Jan-01 03:00:00, 595.97158148733365, 5.1048826354876793, null, null, 595.97158148733365, 294.83659295735958
2100-Jan-01 04:00:00, 611.06790902609703, 5.2341924594895897, null, null, 611.06790902609703, 294.82677197862523
2100-Jan-01 05:00:00, 626.53234772085352, 5.3666553939862478, null, null, 626.53234772085352, 294.816753370821
2100-Jan-01 06:00:00, 641.90178088224923, 5.4983045445499226, null, null, 641.90178088224923, 294.8068263060058
2100-Jan-01 07:00:00, 656.40877253564577, 5.622566324951884, null, null, 656.40877253564577, 294.79746197891438
2100-Jan-01 08:00:00, 667.47619572706128, 5.7173659734996418, null, null, 667.47619572706128, 294.79022842418539
2100-Jan-01 09:00:00, 671.7203400888958, 5.7537198190993966, null, null, 671.7203400888958, 294.78719332576389
2100-Jan-01 10:00:00, 667.65507017113782, 5.7188981489789157, null, null, 667.65507017113782, 294.78932191264317
2100-Jan-01 11:00:00, 654.25813315132734, 5.604144705550496, null, null, 654.25813315132734, 294.79736335003446
2100-Jan-01 12:00:00, 633.7260038674774, 5.4282737185662935, null, null, 633.7260038674774, 294.81014576325254
2100-Jan-01 13:00:00, 609.02997915506103, 5.2167362700769502, null, null, 609.02997915506103, 294.82595654989024
2100-Jan-01 14:00:00, 583.18782237187099, 4.9953814579954274, null, null, 583.18782237187099, 294.84293704324637
2100-Jan-01 15:00:00, 560.02815607512753, 4.7970039145110865, null, null, 560.02815607512753, 294.85853432806857
2100-Jan-01 16:00:00, 542.40372390139305, 4.6460392367331753, null, null, 542.40372390139305, 294.87066907421024
2100-Jan-01 17:00:00, 532.30399717768955, 4.5595285352558754, null, null, 532.30399717768955, 294.87779368362055
