Time Stamp, Foundation Total Heat Transfer Rate [W], Foundation Average Heat Flux [W/m2], Wall Total Heat Transfer Rate [W], Wall Average Heat Flux [W/m2], Slab Total Heat Transfer Rate [W], Slab Average Heat Flux [W/m2]
2100-Jan-01 00:00:00, 1621.3505055290466, 0.7527835011473466, 1201.6870663302295, 4.8475495942718103, 419.663439198817, 0.22019042409944869
2100-Jan-01 01:00:00, 1631.3735646741097, 0.75743714854172395, 1211.6273488399611, 4.8876482304285167, 419.74621583414864, 0.22023385562275222
2100-Jan-01 02:00:00, 1642.2819215019592, 0.76250183444192265, 1222.4530116211865, 4.9313184493176268, 419.8289098807727, 0.22027724381313499
2100-Jan-01 03:00:00, 1654.0065355909073, 0.76794550378632509, 1234.0950128876534, 4.9782817395926209, 419.91152270325398, 0.22032058938656146
2100-Jan-01 04:00:00, 1666.5935246922054, 0.77378956877552185, 1246.599469314971, 5.0287241337726174, 419.99405537723436, 0.22036389290740308
2100-Jan-01 05:00:00, 1680.0849268187012, 0.78005354741156407, 1260.00841822036, 5.0828152084352016, 420.07650859834132, 0.22040715474064393
2100-Jan-01 06:00:00, 1694.1675984934188, 0.78659204902034685, 1274.0087158790818, 5.1392917563957932, 420.15888261433707, 0.22045037501628079
2100-Jan-01 07:00:00, 1708.5138810403832, 0.7932529436062643, 1288.2727038359337, 5.1968320187239003, 420.24117720444957, 0.22049355361847819
2100-Jan-01 08:00:00, 1721.6467279622364, 0.79935044717020776, 1301.3233363090667, 5.2494776616060559, 420.32339165316972, 0.22053669017182043
2100-Jan-01 09:00:00, 1730.3368889948715, 0.80338523781255977, 1309.9313642197785, 5.2842020448296205, 420.405524775093, 0.2205797840543455
2100-Jan-01 10:00:00, 1732.4187889523573, 0.8043518517147914, 1311.9312139805827, 5.2922693455173073, 420.48757497177473, 0.22062283442737607
2100-Jan-01 11:00:00, 1725.830087866744, 0.80129275656273913, 1305.2605475931036, 5.2653601883447188, 420.56954027364031, 0.22066584025750907
2100-Jan-01 12:00:00, 1711.7649164223358, 0.79476238020793333, 1291.1134979837459, 5.2082916498578955, 420.65141843858993, 0.22070880036835208
2100-Jan-01 13:00:00, 1692.632783991472, 0.78587944367656271, 1271.8995769459439, 5.1307835882827595, 420.7332070455281, 0.22075171348959657
2100-Jan-01 14:00:00, 1671.1213565197813, 0.77589181445537059, 1250.3064529314345, 5.0436779328351609, 420.81490358834685, 0.2207945783063294
2100-Jan-01 15:00:00, 1650.3789638662145, 0.76626124357592329, 1229.4824582687656, 4.9596749093305394, 420.89650559744888, 0.22083739352279391
2100-Jan-01 16:00:00, 1632.8564827332737, 0.75812565867243609, 1211.8784720141034, 4.8886612496038362, 420.97801071917019, 0.22088015790406179
2100-Jan-01 17:00:00, 1620.258734987967, 0.75227659850812045, 1199.1993181718219, 4.8375141341975274, 421.05941681614507, 0.22092287032869284
2100-Jan-01 18:00:00, 1613.1388822465217, 0.74897089276708462, 1191.9981602008015, 4.808464998712271, 421.14072204572017, 0.22096552982987747
2100-Jan-01 19:00:00, 1610.9509190471686, 0.74795503432563482, 1189.728994143258, 4.7993112886410021, 421.22192490391069, 0.22100813561849986
2100-Jan-01 20:00:00, 1612.3955280685061, 0.74862575779546014, 1191.0925038038213, 4.804811623035075, 421.30302426468489, 0.22105068710374995
2100-Jan-01 21:00:00, 1616.2867880710812, 0.75043244692197775, 1194.9027686819495, 4.8201820538914584, 421.38401938913165, 0.22109318389793331
2100-Jan-01 22:00:00, 1621.737219463819, 0.75296305015218412, 1200.272309557429, 4.8418425314164812, 421.46490990639001, 0.22113562580646542
2100-Jan-01 23:00:00, 1628.4683345689327, 0.75608826729565415, 1206.9226387880271, 4.8686696494464767, 421.5456957809057, 0.22117801281069149
2100-Jan-02 00:00:00, 1636.6588182704343, 0.75989106069281342, 1215.0324410215171, 4.9013842135189964, 421.62637724891715, 0.22122034503456195
2100-Jan-02 01:00:00, 1646.4010858079591, 0.76441433819573623, 1224.6941310546022, 4.9403590206148991, 421.70695475335691, 0.22126262271047611
2100-Jan-02 02:00:00, 1657.5342966590949, 0.76958342249610778, 1235.7468678007574, 4.9849452452907119, 421.78742885833753, 0.22130484613441442
2100-Jan-02 03:00:00, 1669.9460991649466, 0.77534614937967927, 1248.0782989958395, 5.0346896637515526, 421.86780016910706, 0.22134701562394049
2100-Jan-02 04:00:00, 1683.4621534954481, 0.78162157388900988, 1261.5140842394217, 5.0888889949511045, 421.94806925602632, 0.22138913147831316
2100-Jan-02 05:00:00, 1697.8551644600716, 0.78830416420433846, 1275.8269278819394, 5.1466263388371836, 422.02823657813212, 0.2214311939383814
2100-Jan-02 06:00:00, 1713.1413149336443, 0.79540143393924156, 1291.0330124954244, 5.2079669751508195, 422.10830243821982, 0.22147320316301686
2100-Jan-02 07:00:00, 1728.884449515057, 0.80271087870693092, 1306.6961825768019, 5.2711514729293167, 422.18826693825508, 0.22151515920571926
2100-Jan-02 08:00:00, 1743.6768485538921, 0.80957890255547527, 1321.4087186027818, 5.330501157253746, 422.26812995111027, 0.22155706199978686
2100-Jan-02 09:00:00, 1754.623021163143, 0.81466114610050466, 1332.2751300341565, 5.3743357542975625, 422.34789112898642, 0.2215989113627353
2100-Jan-02 10:00:00, 1759.5118456150294, 0.81693099853206441, 1337.0842956924644, 5.3937357043252421, 422.42754992256499, 0.22164070700634628
2100-Jan-02 11:00:00, 1755.4451026038228, 0.81504283367702357, 1332.9379970033915, 5.3770097287438245, 422.50710560043132, 0.22168244854685873
2100-Jan-02 12:00:00, 1744.2039214135839, 0.80982361938340697, 1321.6173641073572, 5.3313428234906475, 422.58655730622678, 0.22172413553495549
2100-Jan-02 13:00:00, 1727.7463533580917, 0.80218246735678733, 1305.0804492486782, 5.2646336800207889, 422.66590410941353, 0.22176576748239885
2100-Jan-02 14:00:00, 1702.7082572307809, 0.79055742662654083, 1279.963112159646, 5.1633115133547571, 422.74514507113486, 0.2218073438965863
2100-Jan-02 15:00:00, 1673.7575753182728, 0.77711579533436703, 1250.9332959995095, 5.0462065885438383, 422.82427931876333, 0.2218488643196648
2100-Jan-02 16:00:00, 1647.9393275671464, 0.76512853479489429, 1225.036021469916, 4.9417381906088824, 422.90330609723031, 0.22189032835546232
2100-Jan-02 17:00:00, 1629.1040769994929, 0.75638343876602598, 1206.1218521675366, 4.8654393135578564, 422.98222483195627, 0.2219317357025066
2100-Jan-02 18:00:00, 1617.9264222489342, 0.75119371942462032, 1194.8653870627759, 4.8200312581827127, 423.06103518615822, 0.2219730861840932
2100-Jan-02 19:00:00, 1613.621108618614, 0.7491947876346603, 1190.4813715330693, 4.8023463439502487, 423.13973708554477, 0.22201437976124264
