Time Stamp, Foundation Total Heat Transfer Rate [W], Foundation Average Heat Flux [W/m2], Wall Total Heat Transfer Rate [W], Wall Average Heat Flux [W/m2], Slab Total Heat Transfer Rate [W], Slab Average Temperature [K]
2100-Jan-01 00:00:00, 681.25031511224472, 4.5830733520146669, null, null, 681.25031511224472, 294.88119371564261
2100-Jan-01 01:00:00, 696.3557164575933, 4.6846940938207782, null, null, 696.3557164575933, 294.8733590421258
2100-Jan-01 02:00:00, 712.9940277955925, 4.7966274017754964, null, null, 712.9940277955925, 294.86476592242929
2100-Jan-01 03:00:00, 730.96452094144774, 4.9175228882542976, null, null, 730.96452094144774, 294.85552694104655
2100-Jan-01 04:00:00, 749.39470006097542, 5.0415108863833664, null, null, 749.39470006097542, 294.84608558963123
2100-Jan-01 05:00:00, 768.27595370306494, 5.1685334631075071, null, null, 768.27595370306494, 294.83645256671457
2100-Jan-01 06:00:00, 787.0539548825509, 5.2948614146705424, null, null, 787.0539548825509, 294.82690091349269
2100-Jan-01 07:00:00, 804.79435444878391, 5.414208959475272, null, null, 804.79435444878391, 294.81788309926338
2100-Jan-01 08:00:00, 818.40380496322211, 5.5057657758240577, null, null, 818.40380496322211, 294.81088338329084
2100-Jan-01 09:00:00, 823.81758244564617, 5.5421866607220656, null, null, 823.81758244564617, 294.80785917594682
2100-Jan-01 10:00:00, 819.21548445077156, 5.5112263041309726, null, null, 819.21548445077156, 294.80973828132693
2100-Jan-01 11:00:00, 803.33226690197887, 5.4043728473657744, null, null, 803.33226690197887, 294.81724396917798
2100-Jan-01 12:00:00, 778.71321685588248, 5.2387495665903527, null, null, 778.71321685588248, 294.82930856595021
2100-Jan-01 13:00:00, 748.90780199083417, 5.0382353068776977, null, null, 748.90780199083417, 294.84432178576861
2100-Jan-01 14:00:00, 717.56934325740019, 4.8274075803749241, null, null, 717.56934325740019, 294.86051480744641
2100-Jan-01 15:00:00, 689.34239831163973, 4.6375123886664475, null, null, 689.34239831163973, 294.87545657290855
2100-Jan-01 16:00:00, 667.72418828026798, 4.4920770910743846, null, null, 667.72418828026798, 294.88715133104358
2100-Jan-01 17:00:00, 655.16966053627038, 4.4076172085990803, null, null, 655.16966053627038, 294.89410523301893
2100-Jan-01 18:00:00, 651.75887303356001, 4.3846713266430761, null, null, 651.75887303356001, 294.89616229591815
2100-Jan-01 19:00:00, 655.76902994179022, 4.4116494327162883, null, null, 655.76902994179022, 294.8942318614931
2100-Jan-01 20:00:00, 664.4925497271505, 4.4703364236462964, null, null, 664.4925497271505, 294.88978370251118
2100-Jan-01 21:00:00, 675.93879685163131, 4.5473404103059414, null, null, 675.93879685163131, 294.88389504535655
2100-Jan-01 22:00:00, 688.63225991490401, 4.6327349723627425, null, null, 688.63225991490401, 294.87735213301664
2100-Jan-01 23:00:00, 701.97140773890806, 4.7224733424957597, null, null, 701.97140773890806, 294.8704765190497
2100-Jan-02 00:00:00, 716.39718143272739, 4.8195219273282586, null, null, 716.39718143272739, 294.86305513505835
2100-Jan-02 01:00:00, 732.1475732605511, 4.925481806492491, null, null, 732.1475732605511, 294.85497831551743
2100-Jan-02 02:00:00, 748.71006606132028, 5.0369050494830399, null, null, 748.71006606132028, 294.84651013217189
