instance.yaml
kiva v0.2.0-0-g98c829f
Copyright (C) 2012-2014 Big Ladder Software
Web: www.bigladdersoftware.com

Starting Program: 2014-Jun-24 18:22:33.450294
Creating Domain...
Initializing Temperatures...
Beginning Simulation...
2097-Mar-16 03:05:00 (20.5%)
2097-Mar-16 04:31:00 (20.5%)
2097-Mar-16 05:56:00 (20.6%)
2097-Mar-16 07:21:00 (20.6%)
2097-Mar-16 08:46:00 (20.6%)
2097-Mar-16 10:11:00 (20.6%)
2097-Mar-16 11:36:00 (20.6%)
2097-Mar-16 13:01:00 (20.6%)
2097-Mar-16 14:26:00 (20.7%)
2097-Mar-16 15:51:00 (20.7%)
2097-Mar-16 17:17:00 (20.7%)
2097-Mar-16 18:42:00 (20.7%)
2097-Mar-16 20:07:00 (20.7%)
2097-Mar-16 21:32:00 (20.7%)
2097-Mar-16 22:57:00 (20.8%)
2097-Mar-17 00:22:00 (20.8%)
2097-Mar-17 01:47:00 (20.8%)
2097-Mar-17 03:12:00 (20.8%)
2097-Mar-17 04:38:00 (20.8%)
2097-Mar-17 06:03:00 (20.8%)
2097-Mar-17 07:28:00 (20.9%)
2097-Mar-17 08:53:00 (20.9%)
2097-Mar-17 10:18:00 (20.9%)
2097-Mar-17 11:43:00 (20.9%)
2097-Mar-17 13:08:00 (20.9%)
2097-Mar-17 14:33:00 (20.9%)
2097-Mar-17 15:59:00 (20.9%)
2097-Mar-17 17:24:00 (21%)
2097-Mar-17 18:49:00 (21%)
2097-Mar-17 20:14:00 (21%)
2097-Mar-17 21:39:00 (21%)
2097-Mar-17 23:04:00 (21%)
2097-Mar-18 00:29:00 (21%)
2097-Mar-18 01:54:00 (21.1%)
2097-Mar-18 03:19:00 (21.1%)
2097-Mar-18 04:45:00 (21.1%)
2097-Mar-18 06:10:00 (21.1%)
2097-Mar-18 07:35:00 (21.1%)
2097-Mar-18 09:00:00 (21.1%)
2097-Mar-18 10:25:00 (21.2%)
2097-Mar-18 11:50:00 (21.2%)
2097-Mar-18 13:15:00 (21.2%)
2097-Mar-18 14:40:00 (21.2%)
2097-Mar-18 16:05:00 (21.2%)
2097-Mar-18 17:31:00 (21.2%)
2097-Mar-18 18:56:00 (21.3%)
2097-Mar-18 20:21:00 (21.3%)
2097-Mar-18 21:46:00 (21.3%)
2097-Mar-18 23:11:00 (21.3%)
2097-Mar-19 00:36:00 (21.3%)
2097-Mar-19 02:01:00 (21.3%)
2097-Mar-19 03:26:00 (21.4%)
2097-Mar-19 04:51:00 (21.4%)
2097-Mar-19 06:17:00 (21.4%)
2097-Mar-19 07:42:00 (21.4%)
2097-Mar-19 09:07:00 (21.4%)
2097-Mar-19 10:32:00 (21.4%)
2097-Mar-19 11:57:00 (21.4%)
2097-Mar-19 13:22:00 (21.5%)
2097-Mar-19 14:47:00 (21.5%)
2097-Mar-19 16:12:00 (21.5%)
2097-Mar-19 17:38:00 (21.5%)
2097-Mar-19 19:03:00 (21.5%)
2097-Mar-19 20:28:00 (21.5%)
2097-Mar-19 21:53:00 (21.6%)
2097-Mar-19 23:18:00 (21.6%)
2097-Mar-20 00:43:00 (21.6%)
2097-Mar-20 02:08:00 (21.6%)
2097-Mar-20 03:33:00 (21.6%)
2097-Mar-20 04:58:00 (21.6%)
2097-Mar-20 06:24:00 (21.7%)
2097-Mar-20 07:49:00 (21.7%)
2097-Mar-20 09:14:00 (21.7%)
2097-Mar-20 10:39:00 (21.7%)
2097-Mar-20 12:04:00 (21.7%)
2097-Mar-20 13:29:00 (21.7%)
2097-Mar-20 14:54:00 (21.8%)
2097-Mar-20 16:19:00 (21.8%)
2097-Mar-20 17:45:00 (21.8%)
2097-Mar-20 19:10:00 (21.8%)
2097-Mar-20 20:35:00 (21.8%)
2097-Mar-20 22:00:00 (21.8%)
2097-Mar-20 23:25:00 (21.9%)
2097-Mar-21 00:50:00 (21.9%)
2097-Mar-21 02:15:00 (21.9%)
2097-Mar-21 03:40:00 (21.9%)
2097-Mar-21 05:06:00 (21.9%)
2097-Mar-21 06:31:00 (21.9%)
2097-Mar-21 07:56:00 (21.9%)
2097-Mar-21 09:21:00 (22%)
2097-Mar-21 10:46:00 (22%)
2097-Mar-21 12:11:00 (22%)
2097-Mar-21 13:36:00 (22%)
2097-Mar-21 15:01:00 (22%)
2097-Mar-21 16:26:00 (22%)
2097-Mar-21 17:52:00 (22.1%)
2097-Mar-21 19:17:00 (22.1%)
2097-Mar-21 20:42:00 (22.1%)
2097-Mar-21 22:07:00 (22.1%)
2097-Mar-21 23:32:00 (22.1%)
2097-Mar-22 00:57:00 (22.1%)
2097-Mar-22 02:22:00 (22.2%)
2097-Mar-22 03:47:00 (22.2%)
2097-Mar-22 05:12:00 (22.2%)
2097-Mar-22 06:38:00 (22.2%)
2097-Mar-22 08:03:00 (22.2%)
2097-Mar-22 09:28:00 (22.2%)
2097-Mar-22 10:53:00 (22.3%)
2097-Mar-22 12:18:00 (22.3%)
2097-Mar-22 13:43:00 (22.3%)
2097-Mar-22 15:08:00 (22.3%)
2097-Mar-22 16:33:00 (22.3%)
2097-Mar-22 17:59:00 (22.3%)
2097-Mar-22 19:24:00 (22.4%)
2097-Mar-22 20:49:00 (22.4%)
2097-Mar-22 22:14:00 (22.4%)
2097-Mar-22 23:39:00 (22.4%)
2097-Mar-23 01:04:00 (22.4%)
2097-Mar-23 02:29:00 (22.4%)
2097-Mar-23 03:54:00 (22.4%)
2097-Mar-23 05:19:00 (22.5%)
2097-Mar-23 06:45:00 (22.5%)
2097-Mar-23 08:10:00 (22.5%)
2097-Mar-23 09:35:00 (22.5%)
2097-Mar-23 11:00:00 (22.5%)
2097-Mar-23 12:25:00 (22.5%)
2097-Mar-23 13:50:00 (22.6%)
2097-Mar-23 15:15:00 (22.6%)
2097-Mar-23 16:41:00 (22.6%)
2097-Mar-23 18:06:00 (22.6%)
2097-Mar-23 19:31:00 (22.6%)
2097-Mar-23 20:56:00 (22.6%)
2097-Mar-23 22:21:00 (22.7%)
2097-Mar-23 23:46:00 (22.7%)
2097-Mar-24 01:11:00 (22.7%)
2097-Mar-24 02:36:00 (22.7%)
2097-Mar-24 04:02:00 (22.7%)
2097-Mar-24 05:27:00 (22.7%)
2097-Mar-24 06:52:00 (22.8%)
2097-Mar-24 08:17:00 (22.8%)
2097-Mar-24 09:42:00 (22.8%)
2097-Mar-24 11:07:00 (22.8%)
2097-Mar-24 12:32:00 (22.8%)
2097-Mar-24 13:57:00 (22.8%)
2097-Mar-24 15:22:00 (22.9%)
2097-Mar-24 16:47:00 (22.9%)
2097-Mar-24 18:13:00 (22.9%)
2097-Mar-24 19:38:00 (22.9%)
2097-Mar-24 21:03:00 (22.9%)
2097-Mar-24 22:28:00 (22.9%)
2097-Mar-24 23:53:00 (22.9%)
2097-Mar-25 01:18:00 (23%)
2097-Mar-25 02:43:00 (23%)
2097-Mar-25 04:08:00 (23%)
2097-Mar-25 05:33:00 (23%)
2097-Mar-25 06:59:00 (23%)
2097-Mar-25 08:24:00 (23%)
2097-Mar-25 09:49:00 (23.1%)
2097-Mar-25 11:14:00 (23.1%)
2097-Mar-25 12:39:00 (23.1%)
2097-Mar-25 14:04:00 (23.1%)
2097-Mar-25 15:29:00 (23.1%)
2097-Mar-25 16:54:00 (23.1%)
2097-Mar-25 18:20:00 (23.2%)
2097-Mar-25 19:45:00 (23.2%)
2097-Mar-25 21:10:00 (23.2%)
2097-Mar-25 22:35:00 (23.2%)
2097-Mar-26 00:00:00 (23.2%)
2097-Mar-26 01:25:00 (23.2%)
2097-Mar-26 02:50:00 (23.3%)
2097-Mar-26 04:15:00 (23.3%)
2097-Mar-26 05:40:00 (23.3%)
2097-Mar-26 07:05:00 (23.3%)
2097-Mar-26 08:31:00 (23.3%)
2097-Mar-26 09:56:00 (23.3%)
2097-Mar-26 11:21:00 (23.4%)
2097-Mar-26 12:46:00 (23.4%)
2097-Mar-26 14:11:00 (23.4%)
2097-Mar-26 15:36:00 (23.4%)
2097-Mar-26 17:01:00 (23.4%)
2097-Mar-26 18:26:00 (23.4%)
2097-Mar-26 19:52:00 (23.5%)
2097-Mar-26 21:17:00 (23.5%)
2097-Mar-26 22:42:00 (23.5%)
2097-Mar-27 00:07:00 (23.5%)
2097-Mar-27 01:32:00 (23.5%)
2097-Mar-27 02:57:00 (23.5%)
2097-Mar-27 04:22:00 (23.5%)
2097-Mar-27 05:47:00 (23.6%)
2097-Mar-27 07:12:00 (23.6%)
2097-Mar-27 08:37:00 (23.6%)
2097-Mar-27 10:02:00 (23.6%)
2097-Mar-27 11:27:00 (23.6%)
2097-Mar-27 12:53:00 (23.6%)
2097-Mar-27 14:18:00 (23.7%)
2097-Mar-27 15:43:00 (23.7%)
2097-Mar-27 17:08:00 (23.7%)
2097-Mar-27 18:33:00 (23.7%)
2097-Mar-27 19:58:00 (23.7%)
2097-Mar-27 21:23:00 (23.7%)
2097-Mar-27 22:48:00 (23.8%)
2097-Mar-28 00:13:00 (23.8%)
2097-Mar-28 01:39:00 (23.8%)
2097-Mar-28 03:04:00 (23.8%)
2097-Mar-28 04:29:00 (23.8%)
2097-Mar-28 05:54:00 (23.8%)
2097-Mar-28 07:19:00 (23.9%)
2097-Mar-28 08:44:00 (23.9%)
2097-Mar-28 10:09:00 (23.9%)
2097-Mar-28 11:34:00 (23.9%)
2097-Mar-28 12:59:00 (23.9%)
2097-Mar-28 14:24:00 (23.9%)
2097-Mar-28 15:50:00 (24%)
2097-Mar-28 17:15:00 (24%)
2097-Mar-28 18:40:00 (24%)
2097-Mar-28 20:05:00 (24%)
2097-Mar-28 21:30:00 (24%)
2097-Mar-28 22:55:00 (24%)
2097-Mar-29 00:20:00 (24%)
2097-Mar-29 01:45:00 (24.1%)
2097-Mar-29 03:10:00 (24.1%)
2097-Mar-29 04:36:00 (24.1%)
2097-Mar-29 06:01:00 (24.1%)
2097-Mar-29 07:26:00 (24.1%)
2097-Mar-29 08:51:00 (24.1%)
2097-Mar-29 10:16:00 (24.2%)
2097-Mar-29 11:41:00 (24.2%)
2097-Mar-29 13:06:00 (24.2%)
2097-Mar-29 14:31:00 (24.2%)
2097-Mar-29 15:57:00 (24.2%)
2097-Mar-29 17:22:00 (24.2%)
2097-Mar-29 18:47:00 (24.3%)
2097-Mar-29 20:12:00 (24.3%)
2097-Mar-29 21:37:00 (24.3%)
2097-Mar-29 23:02:00 (24.3%)
2097-Mar-30 00:27:00 (24.3%)
2097-Mar-30 01:52:00 (24.3%)
2097-Mar-30 03:17:00 (24.4%)
2097-Mar-30 04:42:00 (24.4%)
2097-Mar-30 06:08:00 (24.4%)
2097-Mar-30 07:33:00 (24.4%)
2097-Mar-30 08:58:00 (24.4%)
2097-Mar-30 10:23:00 (24.4%)
2097-Mar-30 11:48:00 (24.5%)
2097-Mar-30 13:13:00 (24.5%)
2097-Mar-30 14:38:00 (24.5%)
2097-Mar-30 16:03:00 (24.5%)
2097-Mar-30 17:29:00 (24.5%)
2097-Mar-30 18:54:00 (24.5%)
2097-Mar-30 20:19:00 (24.5%)
2097-Mar-30 21:44:00 (24.6%)
2097-Mar-30 23:09:00 (24.6%)
2097-Mar-31 00:34:00 (24.6%)
2097-Mar-31 01:59:00 (24.6%)
2097-Mar-31 03:24:00 (24.6%)
2097-Mar-31 04:50:00 (24.6%)
2097-Mar-31 06:15:00 (24.7%)
2097-Mar-31 07:40:00 (24.7%)
2097-Mar-31 09:05:00 (24.7%)
2097-Mar-31 10:30:00 (24.7%)
2097-Mar-31 11:55:00 (24.7%)
2097-Mar-31 13:20:00 (24.7%)
2097-Mar-31 14:45:00 (24.8%)
2097-Mar-31 16:10:00 (24.8%)
2097-Mar-31 17:36:00 (24.8%)
2097-Mar-31 19:01:00 (24.8%)
2097-Mar-31 20:26:00 (24.8%)
2097-Mar-31 21:51:00 (24.8%)
2097-Mar-31 23:16:00 (24.9%)
2097-Apr-01 00:41:00 (24.9%)
2097-Apr-01 02:06:00 (24.9%)
2097-Apr-01 03:31:00 (24.9%)
2097-Apr-01 04:57:00 (24.9%)
2097-Apr-01 06:22:00 (24.9%)
2097-Apr-01 07:47:00 (25%)
2097-Apr-01 09:12:00 (25%)
2097-Apr-01 10:37:00 (25%)
2097-Apr-01 12:02:00 (25%)
2097-Apr-01 13:27:00 (25%)
2097-Apr-01 14:52:00 (25%)
2097-Apr-01 16:17:00 (25%)
2097-Apr-01 17:42:00 (25.1%)
2097-Apr-01 19:08:00 (25.1%)
2097-Apr-01 20:33:00 (25.1%)
2097-Apr-01 21:58:00 (25.1%)
2097-Apr-01 23:23:00 (25.1%)
2097-Apr-02 00:48:00 (25.1%)
2097-Apr-02 02:13:00 (25.2%)
2097-Apr-02 03:38:00 (25.2%)
2097-Apr-02 05:03:00 (25.2%)
2097-Apr-02 06:28:00 (25.2%)
2097-Apr-02 07:54:00 (25.2%)
2097-Apr-02 09:19:00 (25.2%)
2097-Apr-02 10:44:00 (25.3%)
2097-Apr-02 12:09:00 (25.3%)
2097-Apr-02 13:34:00 (25.3%)
2097-Apr-02 14:59:00 (25.3%)
2097-Apr-02 16:24:00 (25.3%)
2097-Apr-02 17:49:00 (25.3%)
2097-Apr-02 19:15:00 (25.4%)
2097-Apr-02 20:40:00 (25.4%)
2097-Apr-02 22:05:00 (25.4%)
2097-Apr-02 23:30:00 (25.4%)
2097-Apr-03 00:55:00 (25.4%)
2097-Apr-03 02:20:00 (25.4%)
2097-Apr-03 03:45:00 (25.5%)
2097-Apr-03 05:10:00 (25.5%)
2097-Apr-03 06:36:00 (25.5%)
2097-Apr-03 08:01:00 (25.5%)
2097-Apr-03 09:26:00 (25.5%)
2097-Apr-03 10:51:00 (25.5%)
2097-Apr-03 12:16:00 (25.5%)
2097-Apr-03 13:41:00 (25.6%)
2097-Apr-03 15:06:00 (25.6%)
2097-Apr-03 16:31:00 (25.6%)
2097-Apr-03 17:56:00 (25.6%)
2097-Apr-03 19:22:00 (25.6%)
2097-Apr-03 20:47:00 (25.6%)
2097-Apr-03 22:12:00 (25.7%)
2097-Apr-03 23:37:00 (25.7%)
2097-Apr-04 01:02:00 (25.7%)
2097-Apr-04 02:27:00 (25.7%)
2097-Apr-04 03:52:00 (25.7%)
2097-Apr-04 05:17:00 (25.7%)
2097-Apr-04 06:42:00 (25.8%)
2097-Apr-04 08:07:00 (25.8%)
2097-Apr-04 09:33:00 (25.8%)
2097-Apr-04 10:58:00 (25.8%)
2097-Apr-04 12:23:00 (25.8%)
2097-Apr-04 13:48:00 (25.8%)
2097-Apr-04 15:13:00 (25.9%)
2097-Apr-04 16:38:00 (25.9%)
2097-Apr-04 18:03:00 (25.9%)
2097-Apr-04 19:28:00 (25.9%)
2097-Apr-04 20:53:00 (25.9%)
2097-Apr-04 22:19:00 (25.9%)
2097-Apr-04 23:44:00 (26%)
2097-Apr-05 01:09:00 (26%)
2097-Apr-05 02:34:00 (26%)
2097-Apr-05 03:59:00 (26%)
2097-Apr-05 05:24:00 (26%)
2097-Apr-05 06:49:00 (26%)
2097-Apr-05 08:14:00 (26.1%)
2097-Apr-05 09:39:00 (26.1%)
2097-Apr-05 11:05:00 (26.1%)
2097-Apr-05 12:30:00 (26.1%)
2097-Apr-05 13:55:00 (26.1%)
2097-Apr-05 15:20:00 (26.1%)
2097-Apr-05 16:45:00 (26.1%)
2097-Apr-05 18:10:00 (26.2%)
2097-Apr-05 19:35:00 (26.2%)
2097-Apr-05 21:00:00 (26.2%)
2097-Apr-05 22:26:00 (26.2%)
2097-Apr-05 23:51:00 (26.2%)
2097-Apr-06 01:16:00 (26.2%)
2097-Apr-06 02:41:00 (26.3%)
2097-Apr-06 04:06:00 (26.3%)
2097-Apr-06 05:31:00 (26.3%)
2097-Apr-06 06:56:00 (26.3%)
2097-Apr-06 08:21:00 (26.3%)
2097-Apr-06 09:46:00 (26.3%)
2097-Apr-06 11:12:00 (26.4%)
2097-Apr-06 12:37:00 (26.4%)
2097-Apr-06 14:02:00 (26.4%)
2097-Apr-06 15:27:00 (26.4%)
2097-Apr-06 16:52:00 (26.4%)
2097-Apr-06 18:17:00 (26.4%)
2097-Apr-06 19:42:00 (26.5%)
2097-Apr-06 21:07:00 (26.5%)
2097-Apr-06 22:32:00 (26.5%)
2097-Apr-06 23:58:00 (26.5%)
2097-Apr-07 01:23:00 (26.5%)
2097-Apr-07 02:48:00 (26.5%)
2097-Apr-07 04:13:00 (26.6%)
2097-Apr-07 05:38:00 (26.6%)
2097-Apr-07 07:03:00 (26.6%)
2097-Apr-07 08:28:00 (26.6%)
2097-Apr-07 09:53:00 (26.6%)
2097-Apr-07 11:18:00 (26.6%)
2097-Apr-07 12:44:00 (26.6%)
2097-Apr-07 14:09:00 (26.7%)
2097-Apr-07 15:34:00 (26.7%)
2097-Apr-07 16:59:00 (26.7%)
2097-Apr-07 18:24:00 (26.7%)
2097-Apr-07 19:49:00 (26.7%)
2097-Apr-07 21:14:00 (26.7%)
2097-Apr-07 22:39:00 (26.8%)
2097-Apr-08 00:05:00 (26.8%)
2097-Apr-08 01:30:00 (26.8%)
2097-Apr-08 02:55:00 (26.8%)
2097-Apr-08 04:20:00 (26.8%)
2097-Apr-08 05:45:00 (26.8%)
2097-Apr-08 07:10:00 (26.9%)
2097-Apr-08 08:35:00 (26.9%)
2097-Apr-08 10:00:00 (26.9%)
2097-Apr-08 11:25:00 (26.9%)
2097-Apr-08 12:51:00 (26.9%)
2097-Apr-08 14:16:00 (26.9%)
2097-Apr-08 15:41:00 (27%)
2097-Apr-08 17:06:00 (27%)
2097-Apr-08 18:31:00 (27%)
2097-Apr-08 19:56:00 (27%)
2097-Apr-08 21:21:00 (27%)
2097-Apr-08 22:46:00 (27%)
2097-Apr-09 00:12:00 (27.1%)
2097-Apr-09 01:37:00 (27.1%)
2097-Apr-09 03:02:00 (27.1%)
2097-Apr-09 04:27:00 (27.1%)
2097-Apr-09 05:52:00 (27.1%)
2097-Apr-09 07:17:00 (27.1%)
2097-Apr-09 08:42:00 (27.1%)
2097-Apr-09 10:07:00 (27.2%)
2097-Apr-09 11:32:00 (27.2%)
2097-Apr-09 12:57:00 (27.2%)
2097-Apr-09 14:23:00 (27.2%)
2097-Apr-09 15:48:00 (27.2%)
2097-Apr-09 17:13:00 (27.2%)
2097-Apr-09 18:38:00 (27.3%)
2097-Apr-09 20:03:00 (27.3%)
2097-Apr-09 21:28:00 (27.3%)
2097-Apr-09 22:53:00 (27.3%)
2097-Apr-10 00:18:00 (27.3%)
2097-Apr-10 01:43:00 (27.3%)
2097-Apr-10 03:09:00 (27.4%)
2097-Apr-10 04:34:00 (27.4%)
2097-Apr-10 05:59:00 (27.4%)
2097-Apr-10 07:24:00 (27.4%)
2097-Apr-10 08:49:00 (27.4%)
2097-Apr-10 10:14:00 (27.4%)
2097-Apr-10 11:39:00 (27.5%)
2097-Apr-10 13:04:00 (27.5%)
2097-Apr-10 14:30:00 (27.5%)
2097-Apr-10 15:55:00 (27.5%)
2097-Apr-10 17:20:00 (27.5%)
2097-Apr-10 18:45:00 (27.5%)
2097-Apr-10 20:10:00 (27.6%)
2097-Apr-10 21:35:00 (27.6%)
2097-Apr-10 23:00:00 (27.6%)
2097-Apr-11 00:25:00 (27.6%)
2097-Apr-11 01:51:00 (27.6%)
2097-Apr-11 03:16:00 (27.6%)
2097-Apr-11 04:41:00 (27.6%)
2097-Apr-11 06:06:00 (27.7%)
2097-Apr-11 07:31:00 (27.7%)
2097-Apr-11 08:56:00 (27.7%)
2097-Apr-11 10:21:00 (27.7%)
2097-Apr-11 11:46:00 (27.7%)
2097-Apr-11 13:11:00 (27.7%)
2097-Apr-11 14:37:00 (27.8%)
2097-Apr-11 16:02:00 (27.8%)
2097-Apr-11 17:27:00 (27.8%)
2097-Apr-11 18:52:00 (27.8%)
2097-Apr-11 20:17:00 (27.8%)
2097-Apr-11 21:42:00 (27.8%)
2097-Apr-11 23:07:00 (27.9%)
2097-Apr-12 00:32:00 (27.9%)
2097-Apr-12 01:57:00 (27.9%)
2097-Apr-12 03:22:00 (27.9%)
2097-Apr-12 04:48:00 (27.9%)
2097-Apr-12 06:13:00 (27.9%)
2097-Apr-12 07:38:00 (28%)
2097-Apr-12 09:03:00 (28%)
2097-Apr-12 10:28:00 (28%)
2097-Apr-12 11:53:00 (28%)
2097-Apr-12 13:18:00 (28%)
2097-Apr-12 14:43:00 (28%)
2097-Apr-12 16:08:00 (28.1%)
2097-Apr-12 17:34:00 (28.1%)
2097-Apr-12 18:59:00 (28.1%)
2097-Apr-12 20:24:00 (28.1%)
2097-Apr-12 21:49:00 (28.1%)
2097-Apr-12 23:14:00 (28.1%)
2097-Apr-13 00:39:00 (28.1%)
2097-Apr-13 02:04:00 (28.2%)
2097-Apr-13 03:29:00 (28.2%)
2097-Apr-13 04:55:00 (28.2%)
2097-Apr-13 06:20:00 (28.2%)
2097-Apr-13 07:45:00 (28.2%)
2097-Apr-13 09:10:00 (28.2%)
2097-Apr-13 10:35:00 (28.3%)
2097-Apr-13 12:00:00 (28.3%)
2097-Apr-13 13:25:00 (28.3%)
2097-Apr-13 14:50:00 (28.3%)
2097-Apr-13 16:16:00 (28.3%)
2097-Apr-13 17:41:00 (28.3%)
2097-Apr-13 19:06:00 (28.4%)
2097-Apr-13 20:31:00 (28.4%)
2097-Apr-13 21:56:00 (28.4%)
2097-Apr-13 23:21:00 (28.4%)
2097-Apr-14 00:46:00 (28.4%)
2097-Apr-14 02:11:00 (28.4%)
2097-Apr-14 03:37:00 (28.5%)
2097-Apr-14 05:02:00 (28.5%)
2097-Apr-14 06:27:00 (28.5%)
2097-Apr-14 07:52:00 (28.5%)
2097-Apr-14 09:17:00 (28.5%)
2097-Apr-14 10:42:00 (28.5%)
2097-Apr-14 12:07:00 (28.6%)
2097-Apr-14 13:32:00 (28.6%)
2097-Apr-14 14:57:00 (28.6%)
2097-Apr-14 16:22:00 (28.6%)
2097-Apr-14 17:48:00 (28.6%)
2097-Apr-14 19:13:00 (28.6%)
2097-Apr-14 20:38:00 (28.7%)
2097-Apr-14 22:03:00 (28.7%)
2097-Apr-14 23:28:00 (28.7%)
2097-Apr-15 00:53:00 (28.7%)
2097-Apr-15 02:18:00 (28.7%)
2097-Apr-15 03:43:00 (28.7%)
2097-Apr-15 05:09:00 (28.7%)
2097-Apr-15 06:34:00 (28.8%)
2097-Apr-15 07:59:00 (28.8%)
2097-Apr-15 09:24:00 (28.8%)
2097-Apr-15 10:49:00 (28.8%)
2097-Apr-15 12:14:00 (28.8%)
2097-Apr-15 13:39:00 (28.8%)
2097-Apr-15 15:04:00 (28.9%)
2097-Apr-15 16:29:00 (28.9%)
2097-Apr-15 17:55:00 (28.9%)
2097-Apr-15 19:20:00 (28.9%)
2097-Apr-15 20:45:00 (28.9%)
2097-Apr-15 22:10:00 (28.9%)
2097-Apr-15 23:35:00 (29%)
2097-Apr-16 01:00:00 (29%)
2097-Apr-16 02:25:00 (29%)
2097-Apr-16 03:50:00 (29%)
2097-Apr-16 05:16:00 (29%)
2097-Apr-16 06:41:00 (29%)
2097-Apr-16 08:06:00 (29.1%)
2097-Apr-16 09:31:00 (29.1%)
2097-Apr-16 10:56:00 (29.1%)
2097-Apr-16 12:21:00 (29.1%)
2097-Apr-16 13:46:00 (29.1%)
2097-Apr-16 15:11:00 (29.1%)
2097-Apr-16 16:37:00 (29.2%)
2097-Apr-16 18:02:00 (29.2%)
2097-Apr-16 19:27:00 (29.2%)
2097-Apr-16 20:52:00 (29.2%)
2097-Apr-16 22:17:00 (29.2%)
2097-Apr-16 23:42:00 (29.2%)
2097-Apr-17 01:07:00 (29.2%)
2097-Apr-17 02:32:00 (29.3%)
2097-Apr-17 03:57:00 (29.3%)
2097-Apr-17 05:23:00 (29.3%)
2097-Apr-17 06:48:00 (29.3%)
2097-Apr-17 08:13:00 (29.3%)
2097-Apr-17 09:38:00 (29.3%)
2097-Apr-17 11:03:00 (29.4%)
2097-Apr-17 12:28:00 (29.4%)
2097-Apr-17 13:53:00 (29.4%)
2097-Apr-17 15:18:00 (29.4%)
2097-Apr-17 16:43:00 (29.4%)
2097-Apr-17 18:08:00 (29.4%)
2097-Apr-17 19:34:00 (29.5%)
2097-Apr-17 20:59:00 (29.5%)
2097-Apr-17 22:24:00 (29.5%)
2097-Apr-17 23:49:00 (29.5%)
2097-Apr-18 01:14:00 (29.5%)
2097-Apr-18 02:39:00 (29.5%)
2097-Apr-18 04:04:00 (29.6%)
2097-Apr-18 05:29:00 (29.6%)
2097-Apr-18 06:54:00 (29.6%)
2097-Apr-18 08:20:00 (29.6%)
2097-Apr-18 09:45:00 (29.6%)
2097-Apr-18 11:10:00 (29.6%)
2097-Apr-18 12:35:00 (29.7%)
2097-Apr-18 14:00:00 (29.7%)
2097-Apr-18 15:25:00 (29.7%)
2097-Apr-18 16:50:00 (29.7%)
2097-Apr-18 18:15:00 (29.7%)
2097-Apr-18 19:40:00 (29.7%)
2097-Apr-18 21:06:00 (29.7%)
2097-Apr-18 22:31:00 (29.8%)
2097-Apr-18 23:56:00 (29.8%)
2097-Apr-19 01:21:00 (29.8%)
2097-Apr-19 02:46:00 (29.8%)
2097-Apr-19 04:11:00 (29.8%)
2097-Apr-19 05:36:00 (29.8%)
2097-Apr-19 07:01:00 (29.9%)
2097-Apr-19 08:26:00 (29.9%)
2097-Apr-19 09:52:00 (29.9%)
2097-Apr-19 11:17:00 (29.9%)
2097-Apr-19 12:42:00 (29.9%)
2097-Apr-19 14:07:00 (29.9%)
2097-Apr-19 15:32:00 (30%)
2097-Apr-19 16:57:00 (30%)
2097-Apr-19 18:22:00 (30%)
2097-Apr-19 19:47:00 (30%)
2097-Apr-19 21:13:00 (30%)
2097-Apr-19 22:38:00 (30%)
2097-Apr-20 00:03:00 (30.1%)
2097-Apr-20 01:28:00 (30.1%)
2097-Apr-20 02:53:00 (30.1%)
2097-Apr-20 04:18:00 (30.1%)
2097-Apr-20 05:43:00 (30.1%)
2097-Apr-20 07:08:00 (30.1%)
2097-Apr-20 08:33:00 (30.2%)
2097-Apr-20 09:58:00 (30.2%)
2097-Apr-20 11:24:00 (30.2%)
2097-Apr-20 12:49:00 (30.2%)
2097-Apr-20 14:14:00 (30.2%)
2097-Apr-20 15:39:00 (30.2%)
2097-Apr-20 17:04:00 (30.2%)
2097-Apr-20 18:29:00 (30.3%)
2097-Apr-20 19:54:00 (30.3%)
2097-Apr-20 21:19:00 (30.3%)
2097-Apr-20 22:44:00 (30.3%)
2097-Apr-21 00:10:00 (30.3%)
2097-Apr-21 01:35:00 (30.3%)
2097-Apr-21 03:00:00 (30.4%)
2097-Apr-21 04:25:00 (30.4%)
2097-Apr-21 05:50:00 (30.4%)
2097-Apr-21 07:15:00 (30.4%)
2097-Apr-21 08:40:00 (30.4%)
2097-Apr-21 10:05:00 (30.4%)
2097-Apr-21 11:31:00 (30.5%)
2097-Apr-21 12:56:00 (30.5%)
2097-Apr-21 14:21:00 (30.5%)
2097-Apr-21 15:46:00 (30.5%)
2097-Apr-21 17:11:00 (30.5%)
2097-Apr-21 18:36:00 (30.5%)
2097-Apr-21 20:01:00 (30.6%)
2097-Apr-21 21:26:00 (30.6%)
2097-Apr-21 22:51:00 (30.6%)
2097-Apr-22 00:17:00 (30.6%)
2097-Apr-22 01:42:00 (30.6%)
2097-Apr-22 03:07:00 (30.6%)
2097-Apr-22 04:32:00 (30.7%)
2097-Apr-22 05:57:00 (30.7%)
2097-Apr-22 07:22:00 (30.7%)
2097-Apr-22 08:47:00 (30.7%)
2097-Apr-22 10:12:00 (30.7%)
2097-Apr-22 11:37:00 (30.7%)
2097-Apr-22 13:03:00 (30.7%)
2097-Apr-22 14:28:00 (30.8%)
2097-Apr-22 15:53:00 (30.8%)
